name,categories,coordinates
Mayslack's,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 45.00294, 'longitude': -93.261687}"
Seed Cafe,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.9490399, 'longitude': -93.32128}"
European Delicacies,"[{'alias': 'delis', 'title': 'Delis'}]","{'latitude': 44.9531699231295, 'longitude': -93.4177807380981}"
Vina Vietnamese,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'latitude': 44.8868141174316, 'longitude': -93.2776870727539}"
Pattaya Thai,"[{'alias': 'thai', 'title': 'Thai'}]","{'latitude': 44.952805, 'longitude': -93.4174574}"
Esker Grove,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 44.968839142074, 'longitude': -93.2888591340642}"
Erbert and Gerbert's Sandwich Shop,"[{'alias': 'soup', 'title': 'Soup'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 44.98629, 'longitude': -93.27337}"
Music Box Karaoke and Sushi Lounge,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'karaoke', 'title': 'Karaoke'}]","{'latitude': 44.96243, 'longitude': -93.2417399}"
BLVD Kitchen & Bar,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 44.972501414957, 'longitude': -93.4253560887517}"
Agelgil Ethiopian Restaurant,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'african', 'title': 'African'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]","{'latitude': 44.90041, 'longitude': -93.17406}"
Conga Latin Bistro,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'latin', 'title': 'Latin American'}]","{'latitude': 44.989379177862, 'longitude': -93.253701475019}"
Lot 57,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.9732513, 'longitude': -93.2768707}"
Krona Bar & Grill,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 44.9762936283798, 'longitude': -93.2693979750746}"
Chicago's Taste Authority - Minneapolis,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.9267531, 'longitude': -93.2269732}"
North 45_ Restaurant and Bar,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 44.9706618, 'longitude': -93.2772007}"
Fasika Ethiopian Restaurant,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]","{'latitude': 44.9564328535882, 'longitude': -93.1668264567286}"
Kokapelli,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 44.9798214, 'longitude': -93.2748566}"
Mill Valley Kitchen,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 44.9404711870479, 'longitude': -93.3293496050245}"
El Primo,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.9364700317383, 'longitude': -93.254020690918}"
1st Wok,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 44.9493798692195, 'longitude': -93.3210035530358}"
Bryn Mawr Pizza & Deli,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 44.97377, 'longitude': -93.3087}"
Acme Comedy Club,"[{'alias': 'comedyclubs', 'title': 'Comedy Clubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.98998, 'longitude': -93.27494}"
Golden Fingers,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.96315, 'longitude': -93.26295}"
Taco Cat,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.9484849, 'longitude': -93.2610135}"
The Herbivorous Butcher Food Truck,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'vegan', 'title': 'Vegan'}]","{'latitude': 44.9902328, 'longitude': -93.2539668}"
The Loop - St Louis Park,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.967832, 'longitude': -93.347252}"
All Taco,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'latitude': 45.0475692749023, 'longitude': -93.245002746582}"
Ping's Szechuan Bar & Grill,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 44.9688282, 'longitude': -93.2776772}"
CōV Edina,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]","{'latitude': 44.87748, 'longitude': -93.323843}"
Olympic Cafe,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 45.0034637451172, 'longitude': -93.3076095581055}"
Blue Door Pub St. Paul,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.946732, 'longitude': -93.176774}"
Mangia,"[{'alias': 'restaurants', 'title': 'Restaurants'}]","{'latitude': 44.9790229797363, 'longitude': -93.2345657348633}"
Zelino Deli,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.9750621, 'longitude': -93.273612}"
Starz Cafe,"[{'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 44.9566193, 'longitude': -93.2618408}"
Sosa Foods,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.9319275, 'longitude': -93.2220887}"
Jordan Grocery Halal Meat & Deli,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 45.013051491625, 'longitude': -93.2984766850997}"
GoldRoom Restaurant & Lounge,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.9790464337699, 'longitude': -93.2738492592593}"
McCoy's,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.93421498, 'longitude': -93.33991844}"
Pancho Villa Mexican Restaurant,"[{'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.956044, 'longitude': -93.277593}"
India Kitchen,"[{'alias': 'indpak', 'title': 'Indian'}]","{'latitude': 44.98061, 'longitude': -93.23474}"
Wise Acre Eatery,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 44.90494, 'longitude': -93.27776}"
Pho 400,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'latitude': 45.05647, 'longitude': -93.19873}"
The Corner Bar,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.9727516, 'longitude': -93.2477264}"
Teppanyaki Grill & Supreme Buffet,"[{'alias': 'buffets', 'title': 'Buffets'}]","{'latitude': 44.94906195365, 'longitude': -93.240248140105}"
Bread & Pickle,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 44.927969113415, 'longitude': -93.308315735701}"
Original Mediterranean Grill,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'pakistani', 'title': 'Pakistani'}]","{'latitude': 45.03676, 'longitude': -93.18838}"
Black Coffee And Waffle Bar,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'waffles', 'title': 'Waffles'}]","{'latitude': 44.9878018565339, 'longitude': -93.230259207879}"
TGI Fridays,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.969001647786, 'longitude': -93.354013228056}"
Peoples Organic,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]","{'latitude': 44.94809, 'longitude': -93.298103}"
Salut,"[{'alias': 'french', 'title': 'French'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 44.9113855, 'longitude': -93.3292439}"
Lisu's Thai Taste | St Paul,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 44.977172, 'longitude': -93.165902}"
Panera Bread,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.953747239657, 'longitude': -93.2619456840291}"
Maria's Café,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 44.9625531911087, 'longitude': -93.2574802851253}"
El Lorito Mexican Grill,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.9333445579515, 'longitude': -93.3860926748235}"
Mr BBQ Express,"[{'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 44.9996986, 'longitude': -93.300972}"
Taqueria El Victor hugo,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.94813, 'longitude': -93.26991}"
Campus Club,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 44.9734535, 'longitude': -93.2351151}"
Hibachi Daruma,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 44.97474, 'longitude': -93.27266}"
Tibet Corner,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]","{'latitude': 44.924211, 'longitude': -93.41033}"
Roat Osha,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 44.947705, 'longitude': -93.297143}"
Hazel's Northeast,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 45.020324, 'longitude': -93.236869}"
Capriotti's Sandwich Shop,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.8732351, 'longitude': -93.3286851}"
Punch Neapolitan Pizza - Stadium Village,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 44.9736018, 'longitude': -93.2268074}"
Taqueria El Ranchito,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.88587, 'longitude': -93.28614}"
Logan's Burgers & Chicken,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 44.9479979150435, 'longitude': -93.2546190987419}"
Lucky Dragon,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'latitude': 44.9697456, 'longitude': -93.246521}"
Kabab & Currys,"[{'alias': 'indpak', 'title': 'Indian'}]","{'latitude': 44.9445, 'longitude': -93.2470169}"
Bullwinkle’s Saloon & Funbar,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.972979, 'longitude': -93.248065}"
"Nelson's Meats, Bakery, Deli & Catering","[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 44.9499376, 'longitude': -93.3602}"
Chianti Grill Roseville,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 45.0029040106887, 'longitude': -93.1658229808959}"
Vito Lucco Pizza,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 44.99517, 'longitude': -93.25804}"
El Chilo Tacos,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.9483023698102, 'longitude': -93.2846254985956}"
Northern Fires Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'foodstands', 'title': 'Food Stands'}]","{'latitude': 44.9842147827148, 'longitude': -93.2402038574219}"
Uptown Tavern & Rooftop,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.94941, 'longitude': -93.29739}"
The Howe Daily Kitchen & Bar,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 44.936, 'longitude': -93.224716}"
Whitey's Old Town Saloon,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]","{'latitude': 44.9884329145916, 'longitude': -93.2546936862924}"
Longfellow Grill,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 44.948732, 'longitude': -93.2061658}"
Bumpers Restaurant & Sports Bar,"[{'alias': 'restaurants', 'title': 'Restaurants'}]","{'latitude': 44.9457702636719, 'longitude': -93.2859344482422}"
Harriet's Inn,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'latitude': 44.930205, 'longitude': -93.288696}"
Eli's Donut Burgers,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 44.97902, 'longitude': -93.26494}"
Mercy Bar & Dining Room,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 44.975817, 'longitude': -93.277104}"
Lien Son Restaurant,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'latitude': 44.99856, 'longitude': -93.24136}"
The Anchor Fish & Chips Food Truck,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'irish', 'title': 'Irish'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'latitude': 45.0008630007505, 'longitude': -93.2643342018127}"
Pizza Biga,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 44.916397432682, 'longitude': -93.262844960694}"
Uptown Diner,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 44.9560891, 'longitude': -93.2964327}"
Bunny's Bar & Grill,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 44.9288153290285, 'longitude': -93.3552432931166}"
The Sheridan Room,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 45.001066, 'longitude': -93.262707}"
Blue Door Pub Como Ave,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'latitude': 44.98764209357, 'longitude': -93.2297119125724}"
CRAVE - LaSalle Plaza,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 44.9764515417917, 'longitude': -93.276519230548}"
Asia Chow Mein,"[{'alias': 'cantonese', 'title': 'Cantonese'}]","{'latitude': 45.0575294494629, 'longitude': -93.2469024658203}"
French Meadow Bakery & Cafe,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 44.9550656, 'longitude': -93.2882428}"
Namaste India Grill & Brew House,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'breweries', 'title': 'Breweries'}]","{'latitude': 45.051603, 'longitude': -93.148454}"
Stewart's,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 44.945327, 'longitude': -93.187177}"
Pollo Movil Mexican Grill,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.948103, 'longitude': -93.269167}"
La Voya Brasserie,"[{'alias': 'french', 'title': 'French'}]","{'latitude': 44.8791782009315, 'longitude': -93.1986112070118}"
Soma Grill & Deli,"[{'alias': 'delis', 'title': 'Delis'}]","{'latitude': 44.96689, 'longitude': -93.24697}"
Northside Steak House,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 45.0341568302054, 'longitude': -93.2880515287811}"
Hufan,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'somali', 'title': 'Somali'}]","{'latitude': 44.948692, 'longitude': -93.2559268}"
Gatherings Cafe,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 44.963214691287, 'longitude': -93.2523108646274}"
Hiep Thanh Bbq & Deli,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 45.06762, 'longitude': -93.32783}"
Foomanchew,"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 44.9790306091309, 'longitude': -93.2649307250977}"
New Bohemia - Roseville,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'pretzels', 'title': 'Pretzels'}]","{'latitude': 45.0233216, 'longitude': -93.1651692}"
Haiku Japanese Bistro,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 44.9734250860848, 'longitude': -93.229328020832}"
Lush,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gaybars', 'title': 'Gay Bars'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}]","{'latitude': 44.9953866, 'longitude': -93.2476147}"
St Paul Bagelry,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 44.90459, 'longitude': -93.27843}"
Best of India Indian Restaurant,"[{'alias': 'indpak', 'title': 'Indian'}]","{'latitude': 44.94983, 'longitude': -93.38229}"
Nico’s Tacos Bar on Como,"[{'alias': 'tacos', 'title': 'Tacos'}]","{'latitude': 44.981036549452, 'longitude': -93.1943981481481}"
Stub & Herb's,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.9738059982362, 'longitude': -93.2269229330737}"
China Wok,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 44.9517822265625, 'longitude': -93.2333679199219}"
Kwan's Chinese Cuisine,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 44.90458, 'longitude': -93.30904}"
Provision Community Restaurant,"[{'alias': 'restaurants', 'title': 'Restaurants'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]","{'latitude': 44.949004, 'longitude': -93.285914}"
WaZoBia Food and Pastry,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'african', 'title': 'African'}, {'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 44.9935458, 'longitude': -93.1519414}"
P.Za Kitchen,"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 44.977482, 'longitude': -93.264351}"
Brothers Taqueria,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 45.05042, 'longitude': -93.2179}"
The Pourhouse,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]","{'latitude': 44.9795303, 'longitude': -93.2717285}"
The Garden Grille & Bar,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 44.970202609733, 'longitude': -93.2699102075464}"
Sphere,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 44.97834, 'longitude': -93.26862}"
Chick-fil-A,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 44.9728086, 'longitude': -93.2354014}"
La Tapatia,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.99237, 'longitude': -93.15242}"
Book Club,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 44.9047, 'longitude': -93.30826}"
Due Focacceria,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 44.9273, 'longitude': -93.17748}"
Tommie’s Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 44.9465184895822, 'longitude': -93.1658644577144}"
Sawatdee Thai Restaurant - Minneapolis,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'buffets', 'title': 'Buffets'}]","{'latitude': 44.9778, 'longitude': -93.25987}"
Chatterbox Pub,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 44.93937, 'longitude': -93.23911}"
Davanni's Pizza & Hot Hoagies,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 44.974805, 'longitude': -93.281171}"
Barrio,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 44.97407, 'longitude': -93.27416}"
Cajun Kitchen,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'southern', 'title': 'Southern'}]","{'latitude': 45.05218, 'longitude': -93.36203}"
Taste of India,"[{'alias': 'indpak', 'title': 'Indian'}]","{'latitude': 44.9695329500222, 'longitude': -93.3511580114623}"
Falafel House,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'falafel', 'title': 'Falafel'}]","{'latitude': 44.9491500854492, 'longitude': -93.2839202880859}"
The Basement Bar,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 44.9862282, 'longitude': -93.2751632}"
Lake Harriet Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 44.9119615, 'longitude': -93.308501}"
Wings N' Things,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 44.9994, 'longitude': -93.28458}"
Como Tap,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.98768, 'longitude': -93.22182}"
Bar Zia,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.9776, 'longitude': -93.2629}"
Birchwood Cafe,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 44.95721, 'longitude': -93.2234}"
Jakeeno's Pizza & Pasta,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 44.9379997, 'longitude': -93.2622604}"
Morrissey's Irish Pub,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]","{'latitude': 44.9482748, 'longitude': -93.2914334}"
Shuang Hur Barbeque Deli,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 44.9534606933594, 'longitude': -93.2783813476562}"
Netza Tacos Truck,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.948801, 'longitude': -93.1865567}"
Seven Steakhouse Sushi & Rooftop,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 44.97801, 'longitude': -93.27547}"
